Movie_Title,Year,Rating,Runtime(Mins),main_genre
Dark Phoenix,2019,5.7,113,Action
Samaritan,2022,5.7,102,Action
Close,2019,5.7,94,Action
The Do-Over,2016,5.7,108,Action
Mulan,2020,5.7,115,Action
The Darkest Minds,2018,5.7,104,Action
Underworld: Blood Wars,2016,5.7,91,Action
Mechanic: Resurrection,2016,5.7,98,Action
Allegiant,2016,5.7,120,Action
Pan,2015,5.7,111,Action
Hitman: Agent 47,2015,5.7,96,Action
Ben-Hur,2016,5.7,123,Action
Cooties,2014,5.7,88,Action
Chaos Walking,2021,5.7,109,Action
Sabotage,2014,5.7,109,Action
Wrath of the Titans,2012,5.7,99,Action
Bloodshot,2020,5.7,109,Action
Only God Forgives,2013,5.7,90,Action
G.I. Joe: Retaliation,2013,5.7,110,Action
The Three Musketeers,2011,5.7,110,Action
Journey 2: The Mysterious Island,2012,5.7,94,Action
Bullet to the Head,2012,5.7,92,Action
Battle: Los Angeles,2011,5.7,116,Action
The Matrix Resurrections,2021,5.7,148,Action
Race to Witch Mountain,2009,5.7,98,Action
G.I. Joe: The Rise of Cobra,2009,5.7,118,Action
Gamer,2009,5.7,95,Action
Gemini Man,2019,5.7,117,Action
Army of the Dead,2021,5.7,148,Action
Armored,2009,5.7,88,Action
Priest,2011,5.7,87,Action
Drillbit Taylor,2008,5.7,110,Action
Fool's Gold,2008,5.7,112,Action
Bandidas,2006,5.7,93,Action
Poseidon,2006,5.7,98,Action
Freddy vs. Jason,2003,5.7,97,Action
Red Planet,2000,5.7,106,Action
The Art of War,2000,5.7,117,Action
Lara Croft: Tomb Raider,2001,5.7,100,Action
Lake Placid,1999,5.7,82,Action
Planet of the Apes,2001,5.7,119,Action
Mighty Joe Young,1998,5.7,114,Action
Fantastic Four,2005,5.7,106,Action
Escape from L.A.,1996,5.7,101,Action
Money Train,1995,5.7,110,Action
Cutthroat Island,1995,5.7,124,Action
Hudson Hawk,1991,5.7,100,Action
Crocodile Dundee II,1988,5.7,108,Action
Jay and Silent Bob Reboot,2019,5.6,105,Action
Brahmastra Part One: Shiva,2022,5.6,167,Action
Hold the Dark,2018,5.6,125,Action
The Meg,2018,5.6,113,Action
The Ice Road,2021,5.6,109,Action
Survivor,2015,5.6,96,Action
Pacific Rim: Uprising,2018,5.6,111,Action
Men in Black: International,2019,5.6,114,Action
Wild Card,2015,5.6,92,Action
Pixels,2015,5.6,105,Action
Transformers: Age of Extinction,2014,5.6,165,Action
Assassin's Creed,2016,5.6,115,Action
Sleepless,2017,5.6,95,Action
Machete Kills,2013,5.6,107,Action
Fire with Fire,2012,5.6,97,Action
The Dark Tower,2017,5.6,95,Action
MacGruber,2010,5.6,90,Action
Brick Mansions,2014,5.6,90,Action
12 Rounds,2009,5.6,108,Action
Toofaan,2021,5.6,163,Action
Beckett,2021,5.6,110,Action
Jolt,2021,5.6,91,Action
You Don't Mess with the Zohan,2008,5.6,113,Action
The Pink Panther 2,2009,5.6,92,Action
R.I.P.D.,2013,5.6,96,Action
4: Rise of the Silver Surfer,2007,5.6,92,Action
The Contract,2006,5.6,96,Action
The Pacifier,2005,5.6,95,Action
AVP: Alien vs. Predator,2004,5.6,101,Action
Alexander,2004,5.6,175,Action
Timeline,2003,5.6,116,Action
Hulk,2003,5.6,138,Action
Bad Company,2002,5.6,116,Action
National Security,2003,5.6,88,Action
Exit Wounds,2001,5.6,101,Action
Spy Kids,2001,5.6,88,Action
The Skulls,2000,5.6,106,Action
Charlie's Angels,2000,5.6,98,Action
Chain Reaction,1996,5.6,107,Action
Johnny Mnemonic,1995,5.6,103,Action
The Specialist,1994,5.6,110,Action
Buffy the Vampire Slayer,1992,5.6,86,Action
Double Impact,1991,5.6,110,Action
Busanhaeng 2: Bando,2020,5.5,116,Action
The 355,2022,5.5,122,Action
Willy's Wonderland,2021,5.5,88,Action
Mortdecai,2015,5.5,107,Action
Resident Evil: The Final Chapter,2016,5.5,107,Action
The Cloverfield Paradox,2018,5.5,102,Action
Ek Tha Tiger,2012,5.5,132,Action
Pompeii,2014,5.5,105,Action
Stolen,2012,5.5,96,Action
Baywatch,2017,5.5,116,Action
Cop Out,2010,5.5,107,Action
Green Lantern,2011,5.5,114,Action
Seventh Son,2014,5.5,102,Action
Fighting,2009,5.5,105,Action
Sweet Girl,2021,5.5,110,Action
The Bounty Hunter,2010,5.5,110,Action
Gunjan Saxena: The Kargil Girl,2020,5.5,112,Action
Taxi 4,2007,5.5,91,Action
Snakes on a Plane,2006,5.5,105,Action
The Man,2005,5.5,83,Action
Whiteout,2009,5.5,101,Action
Babylon A.D.,2008,5.5,90,Action
Lara Croft Tomb Raider: The Cradle of Life,2003,5.5,117,Action
The Core,2003,5.5,135,Action
Showtime,2002,5.5,95,Action
The Scorpion King,2002,5.5,92,Action
Eight Legged Freaks,2002,5.5,99,Action
Collateral Damage,2002,5.5,108,Action
Volcano,1997,5.5,104,Action
Metro,1997,5.5,117,Action
George of the Jungle,1997,5.5,92,Action
Beverly Hills Ninja,1997,5.5,88,Action
The Quest,1996,5.5,95,Action
Virtuosity,1995,5.5,106,Action
Under Siege 2: Dark Territory,1995,5.5,100,Action
Judge Dredd,1995,5.5,96,Action
Beverly Hills Cop III,1994,5.5,104,Action
Star Trek V: The Final Frontier,1989,5.5,107,Action
Raw Deal,1986,5.5,106,Action
Spiderhead,2022,5.4,106,Action
Ava,2020,5.4,96,Action
Snake Eyes: G.I. Joe Origins,2021,5.4,121,Action
Wonder Woman 1984,2020,5.4,151,Action
Infinite,2021,5.4,106,Action
"Game Over, Man!",2018,5.4,101,Action
Blackhat,2015,5.4,133,Action
Gods of Egypt,2016,5.4,127,Action
The Mummy,2017,5.4,110,Action
Big Game,2014,5.4,90,Action
Vampire Academy,2014,5.4,104,Action
Drive Angry,2011,5.4,104,Action
Killing Season,2013,5.4,91,Action
The Happytime Murders,2018,5.4,91,Action
The Spy Next Door,2010,5.4,94,Action
The Man with the Iron Fists,2012,5.4,95,Action
Killers,2010,5.4,100,Action
Outside the Wire,2021,5.4,114,Action
The Forever Purge,2021,5.4,103,Action
Season of the Witch,2011,5.4,95,Action
The Last Legion,2007,5.4,101,Action
Pathfinder,2007,5.4,99,Action
Æon Flux,2005,5.4,93,Action
I Spy,2002,5.4,97,Action
The Tuxedo,2002,5.4,98,Action
Bulletproof Monk,2003,5.4,104,Action
Godzilla,1998,5.4,139,Action
D3: The Mighty Ducks,1996,5.4,104,Action
Batman Forever,1995,5.4,121,Action
Maximum Overdrive,1986,5.4,98,Action
Battle for the Planet of the Apes,1973,5.4,93,Action
The New Mutants,2020,5.3,94,Action
Robin Hood,2018,5.3,116,Action
The Predator,2018,5.3,107,Action
Kick,2014,5.3,146,Action
Point Break,2015,5.3,114,Action
Geostorm,2017,5.3,109,Action
Resident Evil: Retribution,2012,5.3,95,Action
Dhoom:3,2013,5.3,172,Action
Jupiter Ascending,2015,5.3,127,Action
One for the Money,2012,5.3,91,Action
Red Dawn,2012,5.3,93,Action
The Colony,2013,5.3,95,Action
Bangkok Dangerous,2008,5.3,99,Action
Max Payne,2008,5.3,100,Action
Land of the Lost,2009,5.3,102,Action
Hollywood Homicide,2003,5.3,116,Action
Daredevil,2003,5.3,103,Action
Spy Hard,1996,5.3,81,Action
Tank Girl,1995,5.3,104,Action
The Karate Kid Part III,1989,5.3,112,Action
Masters of the Universe,1987,5.3,106,Action
Resident Evil: Welcome to Raccoon City,2021,5.2,107,Action
Monster Hunter,2020,5.2,103,Action
The First Purge,2018,5.2,97,Action
F9,2021,5.2,143,Action
Morbius,2022,5.2,104,Action
The Bad Batch,2016,5.2,118,Action
Transformers: The Last Knight,2017,5.2,154,Action
The Transporter Refueled,2015,5.2,96,Action
The 5th Wave,2016,5.2,112,Action
Hellboy,2019,5.2,120,Action
Independence Day: Resurgence,2016,5.2,120,Action
A Good Day to Die Hard,2013,5.2,98,Action
Schindler's List,1993,9.0,195,Biography
Rocketry: The Nambi Effect,2022,8.9,157,Biography
Goodfellas,1990,8.7,145,Biography
The Intouchables,2011,8.5,112,Biography
The Pianist,2002,8.5,150,Biography
Hamilton,2020,8.4,160,Biography
Sardar Udham,2021,8.4,164,Biography
Braveheart,1995,8.4,178,Biography
Amadeus,1984,8.4,160,Biography
Ayla: The Daughter of War,2017,8.3,125,Biography
Lawrence of Arabia,1962,8.3,218,Adventure
Green Book,2018,8.2,130,Biography
Bhaag Milkha Bhaag,2013,8.2,186,Biography
The Wolf of Wall Street,2013,8.2,180,Biography
Der Untergang,2004,8.2,156,Biography
A Beautiful Mind,2001,8.2,135,Biography
Raging Bull,1980,8.2,129,Biography
The Elephant Man,1980,8.2,124,Biography
Dersu Uzala,1975,8.2,142,Adventure
La passion de Jeanne d'Arc,1928,8.2,110,Biography
Hacksaw Ridge,2016,8.1,139,Biography
12 Years a Slave,2013,8.1,134,Biography
Rush,2013,8.1,123,Action
Spotlight,2015,8.1,129,Biography
Hachi: A Dog's Tale,2009,8.1,93,Biography
Into the Wild,2007,8.1,148,Adventure
Hotel Rwanda,2004,8.1,121,Biography
Catch Me If You Can,2002,8.1,141,Biography
In the Name of the Father,1993,8.1,133,Biography
Gandhi,1982,8.1,191,Biography
The Message,1976,8.1,177,Biography
Andrei Rublev,1966,8.1,205,Biography
The Sound of Music,1965,8.1,172,Biography
Inherit the Wind,1960,8.1,128,Biography
Lion,2016,8.0,118,Biography
The Imitation Game,2014,8.0,114,Biography
The King's Speech,2010,8.0,118,Biography
Persepolis,2007,8.0,96,Animation
The Pursuit of Happyness,2006,8.0,117,Biography
Le scaphandre et le papillon,2007,8.0,112,Biography
Mar adentro,2004,8.0,126,Biography
Cinderella Man,2005,8.0,144,Biography
The Straight Story,1999,8.0,112,Biography
Dog Day Afternoon,1975,8.0,125,Biography
Zerkalo,1975,8.0,107,Biography
Papillon,1973,8.0,151,Biography
Butch Cassidy and the Sundance Kid,1969,8.0,110,Biography
Super 30,2019,7.9,154,Biography
Padman,2018,7.9,140,Biography
Togo,2019,7.9,113,Adventure
M.S. Dhoni: The Untold Story,2016,7.9,184,Biography
Bohemian Rhapsody,2018,7.9,134,Biography
Dallas Buyers Club,2013,7.9,117,Biography
My Left Foot: The Story of Christy Brown,1989,7.9,103,Biography
Patton,1970,7.9,172,Biography
The Lion in Winter,1968,7.9,134,Biography
In Cold Blood,1967,7.9,134,Biography
Spartacus,1960,7.9,197,Adventure
Hidden Figures,2016,7.8,127,Biography
Loving Vincent,2017,7.8,94,Animation
Pride,2014,7.8,119,Biography
The Big Short,2015,7.8,130,Biography
Straight Outta Compton,2015,7.8,147,Biography
The Irishman,2019,7.8,209,Biography
The Social Network,2010,7.8,120,Biography
Changeling,2008,7.8,141,Biography
American Gangster,2007,7.8,157,Biography
The World's Fastest Indian,2005,7.8,127,Biography
Walk the Line,2005,7.8,136,Biography
Diarios de motocicleta,2004,7.8,126,Adventure
Remember the Titans,2000,7.8,113,Biography
The Insider,1999,7.8,157,Biography
October Sky,1999,7.8,108,Biography
Ed Wood,1994,7.8,127,Biography
Tombstone,1993,7.8,130,Biography
Awakenings,1990,7.8,121,Biography
Glory,1989,7.8,122,Biography
The Killing Fields,1984,7.8,141,Biography
The Right Stuff,1983,7.8,193,Adventure
The Theory of Everything,2014,7.7,123,Biography
Kaze tachinu,2013,7.7,126,Animation
Argo,2012,7.7,120,Biography
Frost/Nixon,2008,7.7,122,Biography
Ray,2004,7.7,152,Biography
Finding Neverland,2004,7.7,106,Biography
Donnie Brasco,1997,7.7,127,Biography
Shine,1996,7.7,105,Biography
Il postino,1994,7.7,108,Biography
Malcolm X,1992,7.7,202,Biography
The Last Emperor,1987,7.7,163,Biography
Serpico,1973,7.7,130,Biography
A Man for All Seasons,1966,7.7,120,Biography
Dark Waters,2019,7.6,126,Biography
The Two Popes,2019,7.6,125,Biography
The Boy Who Harnessed the Wind,2019,7.6,113,Biography
Sanju,2018,7.6,155,Biography
Just Mercy,2019,7.6,137,Biography
Philomena,2013,7.6,98,Biography
127 Hours,2010,7.6,94,Biography
Moneyball,2011,7.6,133,Biography
The Blind Side,2009,7.6,129,Biography
Freedom Writers,2007,7.6,123,Biography
The Last King of Scotland,2006,7.6,123,Biography
La Vie en Rose,2007,7.6,140,Biography
Sophie Scholl - Die letzten Tage,2005,7.6,120,Biography
Control,2007,7.6,122,Biography
The Hurricane,1999,7.6,146,Biography
King Richard,2021,7.5,144,Biography
"tick, tick...BOOM!",2021,7.5,120,Biography
83,2021,7.5,162,Biography
BlacKkKlansman,2018,7.5,135,Biography
"I, Tonya",2017,7.5,119,Biography
The Favourite,2018,7.5,119,Biography
Richard Jewell,2019,7.5,131,Biography
Fruitvale Station,2013,7.5,85,Biography
Saving Mr. Banks,2013,7.5,125,Biography
The Greatest Showman,2017,7.5,105,Biography
En kongelig affære,2012,7.5,137,Biography
The Damned United,2009,7.5,98,Biography
Selma,2014,7.5,128,Biography
Milk,2008,7.5,128,Biography
Hunger,2008,7.5,96,Biography
42,2013,7.5,128,Biography
The Assassination of Jesse James by the Coward Robert Ford,2007,7.5,160,Biography
The Great Debaters,2007,7.5,126,Biography
The Aviator,2004,7.5,170,Biography
Blow,2001,7.5,124,Biography
Boys Don't Cry,1999,7.5,118,Biography
Quiz Show,1994,7.5,133,Biography
Rudy,1993,7.5,114,Biography
Chaplin,1992,7.5,143,Biography
Henry V,1989,7.5,137,Biography
Christiane F. - Wir Kinder vom Bahnhof Zoo,1981,7.5,138,Biography
Midnight Express,1978,7.5,121,Biography
Judas and the Black Messiah,2021,7.4,126,Biography
The Mauritanian,2021,7.4,129,Biography
Darkest Hour,2017,7.4,125,Biography
Molly's Game,2017,7.4,140,Biography
Elvis,2022,7.4,159,Biography
Sully,2016,7.4,96,Biography
Trumbo,2015,7.4,124,Biography
The Good Lie,2014,7.4,110,Biography
"McFarland, USA",2015,7.4,129,Biography
Love & Mercy,2014,7.4,121,Biography
"Good Night, and Good Luck.",2005,7.4,93,Biography
The Greatest Game Ever Played,2005,7.4,120,Biography
Miracle,2004,7.4,135,Biography
American Splendor,2003,7.4,101,Biography
Rabbit-Proof Fence,2002,7.4,94,Biography
Erin Brockovich,2000,7.4,131,Biography
Elizabeth,1998,7.4,124,Biography
Man on the Moon,1999,7.4,118,Biography
Gods and Monsters,1998,7.4,105,Biography
Searching for Bobby Fischer,1993,7.4,109,Biography
The King and I,1956,7.4,133,Biography
The King,2019,7.3,140,Biography
The Banker,2020,7.3,120,Biography
Official Secrets,2019,7.3,112,Biography
Snowden,2016,7.3,134,Biography
A Street Cat Named Bob,2016,7.3,103,Biography
The Disaster Artist,2017,7.3,104,Biography
The Walk,2015,7.3,123,Adventure
Woman in Gold,2015,7.3,109,Biography
Belle,2013,7.3,100,Biography
Rocketman,2019,7.3,121,Biography
Belfast,2021,7.3,98,Biography
Beautiful Boy,2018,7.3,120,Biography
First Man,2018,7.3,141,Biography
Eddie the Eagle,2015,7.3,106,Adventure
Rescue Dawn,2006,7.3,120,Adventure
Lincoln,2012,7.3,150,Biography
The Queen,2006,7.3,103,Biography
Coach Carter,2005,7.3,136,Biography
Capote,2005,7.3,114,Biography
Monster,2003,7.3,109,Biography
24 Hour Party People,2002,7.3,117,Biography
Quills,2000,7.3,124,Biography
"Girl, Interrupted",1999,7.3,127,Biography
Antwone Fisher,2002,7.3,120,Biography
Frida,2002,7.3,123,Biography
Amistad,1997,7.3,155,Biography
The People vs. Larry Flynt,1996,7.3,130,Biography
The Basketball Diaries,1995,7.3,102,Biography
Heavenly Creatures,1994,7.3,99,Biography
This Boy's Life,1993,7.3,115,Biography
"Good Morning, Vietnam",1987,7.3,121,Biography
Dolemite Is My Name,2019,7.2,118,Biography
The Report,2019,7.2,119,Biography
The Post,2017,7.2,116,Biography
Vice,2018,7.2,132,Biography
The Professor and the Madman,2019,7.2,124,Biography
Papillon,2017,7.2,133,Adventure
The Founder,2016,7.2,115,Biography
The End of the Tour,2015,7.2,106,Biography
Stan & Ollie,2018,7.2,98,Biography
A Beautiful Day in the Neighborhood,2019,7.2,109,Biography
Steve Jobs,2015,7.2,122,Biography
The Sessions,2012,7.2,95,Biography
Testament of Youth,2014,7.2,129,Biography
The Butler,2013,7.2,132,Biography
Conviction,2010,7.2,107,Biography
Lawless,2012,7.2,116,Biography
Secretariat,2010,7.2,123,Biography
The Young Victoria,2009,7.2,105,Biography
Che: Part One,2008,7.2,134,Biography
An American Crime,2007,7.2,98,Biography
The Man Who Knew Infinity,2015,7.2,108,Biography
Glory Road,2006,7.2,118,Biography
Before Night Falls,2000,7.2,133,Biography
Men of Honor,2000,7.2,129,Biography
The Doors,1991,7.2,140,Biography
Born on the Fourth of July,1989,7.2,145,Biography
Mask,1985,7.2,120,Biography
Bad Education,2019,7.1,108,Biography
Fighting with My Family,2019,7.1,108,Biography
On the Basis of Sex,2018,7.1,120,Biography
Can You Ever Forgive Me?,2018,7.1,106,Biography
Miracles from Heaven,2016,7.1,109,Biography
The Dig,2021,7.1,112,Biography
Race,2016,7.1,134,Biography
Concussion,2015,7.1,123,Biography
The Glass Castle,2017,7.1,127,Biography
Wild,2014,7.1,115,Adventure
Mandela: Long Walk to Freedom,2013,7.1,141,Biography
Tracks,2013,7.1,112,Adventure
The Railway Man,2013,7.1,116,Biography
War Dogs,2016,7.1,114,Biography
Goodbye Christopher Robin,2017,7.1,107,Biography
Chasing Mavericks,2012,7.1,116,Biography
The Devil's Double,2011,7.1,109,Biography
Nowhere Boy,2009,7.1,98,Biography
Agora,2009,7.1,127,Adventure
The Whistleblower,2010,7.1,112,Biography
The Danish Girl,2015,7.1,119,Biography
Kinsey,2004,7.1,118,Biography
Lords of Dogtown,2005,7.1,107,Biography
Chopper,2000,7.1,94,Biography
Seven Years in Tibet,1997,7.1,136,Adventure
Michael Collins,1996,7.1,133,Biography
Nixon,1995,7.1,192,Biography
Alive,1993,7.1,120,Biography
Out of Africa,1985,7.1,161,Biography
Chariots of Fire,1981,7.1,125,Biography
American Animals,2018,7.0,116,Biography
Professor Marston and the Wonder Women,2017,7.0,108,Biography
Loving,2016,7.0,123,Biography
Colonia,2015,7.0,110,Biography
Danny Collins,2015,7.0,106,Biography
The Zookeeper's Wife,2017,7.0,127,Biography
Million Dollar Arm,2014,7.0,124,Biography
Soul Surfer,2011,7.0,112,Biography
Pawn Sacrifice,2014,7.0,115,Biography
Kill the Irishman,2011,7.0,106,Biography
The Infiltrator,2016,7.0,127,Biography
Behind the Candelabra,2013,7.0,118,Biography
Julie & Julia,2009,7.0,123,Biography
Big Eyes,2014,7.0,106,Biography
Foxcatcher,2014,7.0,134,Biography
Gangubai Kathiawadi,2022,7.0,152,Biography
The Dirt,2019,7.0,107,Biography
Miss Potter,2006,7.0,88,Biography
Charlie Wilson's War,2007,7.0,102,Biography
Invincible,2006,7.0,105,Biography
Gridiron Gang,2006,7.0,125,Biography
Find Me Guilty,2006,7.0,125,Biography
Jarhead,2005,7.0,125,Biography
Becoming Jane,2007,7.0,120,Biography
Breach,2007,7.0,110,Biography
Bobby,2006,7.0,117,Biography
Confessions of a Dangerous Mind,2002,7.0,113,Biography
Pollock,2000,7.0,122,Biography
Kundun,1997,7.0,134,Biography
Henry: Portrait of a Serial Killer,1986,7.0,83,Biography
Gorillas in the Mist: The Story of Dian Fossey,1988,7.0,129,Biography
Sid and Nancy,1986,7.0,112,Biography
Cleopatra,1963,7.0,192,Biography
Boy Erased,2018,6.9,115,Biography
At Eternity's Gate,2018,6.9,111,Biography
Borg McEnroe,2017,6.9,107,Biography
Stronger,2017,6.9,119,Biography
Legend,2015,6.9,132,Biography
The Highwaymen,2019,6.9,132,Biography
My Week with Marilyn,2011,6.9,99,Biography
Black Mass,2015,6.9,123,Biography
Kill the Messenger,2014,6.9,112,Biography
The Duchess,2008,6.9,110,Biography
Bright Star,2009,6.9,119,Biography
Goya's Ghosts,2006,6.9,113,Biography
Alpha Dog,2006,6.9,122,Biography
The Assassination of Richard Nixon,2004,6.9,95,Biography
Girl with a Pearl Earring,2003,6.9,100,Biography
Radio,2003,6.9,109,Biography
Bully,2001,6.9,108,Biography
Private Parts,1997,6.9,109,Biography
Rob Roy,1995,6.9,139,Adventure
La Bamba,1987,6.9,108,Biography
Judy,2019,6.8,118,Biography
Munich: The Edge of War,2021,6.8,130,Biography
Bombshell,2019,6.8,109,Biography
"Don't Worry, He Won't Get Far on Foot",2018,6.8,114,Biography
Victoria & Abdul,2017,6.8,111,Biography
Escape from Pretoria,2020,6.8,106,Biography
All the Money in the World,2017,6.8,132,Biography
Florence Foster Jenkins,2016,6.8,111,Biography
Tolkien,2019,6.8,112,Biography
Mr. Turner,2014,6.8,150,Biography
The 33,2015,6.8,127,Biography
Jersey Boys,2014,6.8,134,Biography
Bernie,2011,6.8,99,Biography
Bleed for This,2016,6.8,117,Biography
The Iceman,2012,6.8,106,Biography
Mank,2020,6.8,131,Biography
Fair Game,2010,6.8,108,Biography
Hitchcock,2012,6.8,98,Biography
The Stanford Prison Experiment,2015,6.8,122,Biography
Elizabeth: The Golden Age,2007,6.8,114,Biography
Che: Part Two,2008,6.8,135,Biography
I'm Not There,2007,6.8,135,Biography
Patch Adams,1998,6.8,115,Biography
Selena,1997,6.8,127,Biography
Bugsy,1991,6.8,136,Biography
Battle of the Sexes,2017,6.7,121,Biography
The Lady in the Van,2015,6.7,104,Biography
The Old Man & the Gun,2018,6.7,93,Biography
"Extremely Wicked, Shockingly Evil and Vile",2019,6.7,110,Biography
Jackie,2016,6.7,100,Biography
Hysteria,2011,6.7,100,Biography
Taking Woodstock,2009,6.7,120,Biography
Coco avant Chanel,2009,6.7,105,Biography
The Soloist,2009,6.7,117,Biography
The Other Boleyn Girl,2008,6.7,115,Biography
The New World,2005,6.7,135,Biography
Ali,2001,6.7,157,Biography
The Eyes of Tammy Faye,2021,6.6,126,Biography
Operation Finale,2018,6.6,122,Biography
Whiskey Tango Foxtrot,2016,6.6,112,Biography
Joy,2015,6.6,124,Biography
Spencer,2021,6.6,117,Biography
The Lost City of Z,2016,6.6,141,Adventure
House of Gucci,2021,6.6,158,Biography
I Love You Phillip Morris,2009,6.6,102,Biography
A Mighty Heart,2007,6.6,108,Biography
Notorious,2009,6.6,122,Biography
Being the Ricardos,2021,6.5,131,Biography
Imperium,2016,6.5,109,Biography
The Current War,2017,6.5,108,Biography
J. Edgar,2011,6.5,137,Biography
The Informant!,2009,6.5,108,Biography
The Runaways,2010,6.5,106,Biography
Hollywoodland,2006,6.5,126,Biography
Marie Antoinette,2006,6.5,123,Biography
Riding in Cars with Boys,2001,6.5,132,Biography
Dangerous Minds,1995,6.5,99,Biography
Fire in the Sky,1993,6.5,109,Biography
A Dangerous Method,2011,6.4,99,Biography
Kill Your Darlings,2013,6.4,104,Biography
The Iron Lady,2011,6.4,105,Biography
How to Lose Friends & Alienate People,2008,6.4,110,Biography
Joan of Arc,1999,6.4,158,Adventure
1492: Conquest of Paradise,1992,6.4,154,Adventure
Mary Queen of Scots,2018,6.3,124,Biography
True Story,2015,6.3,99,Biography
A Walk in the Woods,2015,6.3,104,Adventure
W.,2008,6.3,129,Biography
Evita,1996,6.3,135,Biography
The Fifth Estate,2013,6.2,128,Biography
Lovelace,2013,6.2,93,Biography
The Libertine,2004,6.2,114,Biography
Jobs,2013,6.0,128,Biography
Thalaivi,2021,5.9,153,Biography
Masterminds,2016,5.8,95,Biography
Heaven Is for Real,2014,5.8,99,Biography
Eat Pray Love,2010,5.8,133,Biography
The Bling Ring,2013,5.6,90,Biography
Blonde,2022,5.5,167,Biography
Get Rich or Die Tryin',2005,5.4,117,Biography
Chhapaak,2020,5.3,120,Biography
The 15:17 to Paris,2018,5.3,94,Biography
Reis,2017,1.0,108,Biography
Sen to Chihiro no kamikakushi,2001,8.6,125,Animation
The Lion King,1994,8.5,88,Animation
Hotaru no haka,1988,8.5,89,Animation
Kimi no na wa.,2016,8.4,106,Animation
Coco,2017,8.4,105,Animation
WALL·E,2008,8.4,98,Animation
Up,2009,8.3,96,Animation
Toy Story 3,2010,8.3,103,Animation
Toy Story,1995,8.3,81,Animation
Inside Out,2015,8.2,95,Animation
Hauru no ugoku shiro,2004,8.2,119,Animation
Finding Nemo,2003,8.2,100,Animation
Koe no katachi,2016,8.1,130,Animation
Klaus,2019,8.1,96,Animation
Ôkami kodomo no Ame to Yuki,2012,8.1,117,Animation
Mary and Max.,2009,8.1,92,Animation
Ratatouille,2007,8.1,111,Animation
"Monsters, Inc.",2001,8.1,92,Animation
Tonari no Totoro,1988,8.1,86,Animation
WolfWalkers,2020,8.0,103,Animation
Soul,2020,8.0,100,Animation
Zootopia,2016,8.0,108,Animation
Kaguya-hime no Monogatari,2013,8.0,137,Animation
Song of the Sea,2014,8.0,93,Animation
Pâfekuto burû,1997,8.0,81,Animation
Aladdin,1992,8.0,90,Animation
Beauty and the Beast,1991,8.0,84,Animation
Tenkû no shiro Rapyuta,1986,8.0,125,Animation
Kaze no tani no Naushika,1984,8.0,117,Animation
Fantastic Mr. Fox,2009,7.9,87,Animation
Shrek,2001,7.9,90,Animation
Toy Story 2,1999,7.9,92,Animation
Mimi wo sumaseba,1995,7.9,111,Animation
The Nightmare Before Christmas,1993,7.9,76,Animation
Isle of Dogs,2018,7.8,101,Animation
Tôkyô goddofâzâzu,2003,7.8,90,Animation
Sennen joyû,2001,7.8,87,Animation
Majo no takkyûbin,1989,7.8,103,Animation
The Breadwinner,2017,7.7,94,Animation
Omoide no Marnie,2014,7.7,103,Animation
Ma vie de Courgette,2016,7.7,66,Animation
Toy Story 4,2019,7.7,100,Animation
Wreck-It Ralph,2012,7.7,101,Animation
Le Petit Prince,2015,7.7,108,Animation
Papurika,2006,7.7,90,Animation
Toki o kakeru shôjo,2006,7.7,98,Animation
Tangled,2010,7.7,100,Animation
Coraline,2009,7.7,100,Animation
Les triplettes de Belleville,2003,7.7,80,Animation
Waking Life,2001,7.7,99,Animation
"South Park: Bigger, Longer & Uncut",1999,7.7,81,Animation
Kurenai no buta,1992,7.7,94,Animation
Who Framed Roger Rabbit,1988,7.7,104,Animation
La planète sauvage,1973,7.7,72,Animation
Fantasia,1940,7.7,125,Animation
The Mitchells vs the Machines,2021,7.6,114,Animation
Moana,2016,7.6,107,Animation
Karigurashi no Arietty,2010,7.6,94,Animation
Despicable Me,2010,7.6,95,Animation
Gake no ue no Ponyo,2008,7.6,101,Animation
The Secret of Kells,2009,7.6,71,Animation
Mulan,1998,7.6,88,Animation
Kal Hee,1991,7.6,119,Animation
The Little Mermaid,1989,7.6,83,Animation
Watership Down,1978,7.6,91,Animation
The Jungle Book,1967,7.6,78,Animation
Snow White and the Seven Dwarfs,1937,7.6,83,Animation
J'ai perdu mon corps,2019,7.5,81,Animation
Tenki no ko,2019,7.5,112,Animation
La tortue rouge,2016,7.5,80,Animation
Byôsoku 5 senchimêtoru,2007,7.5,63,Animation
L'illusionniste,2010,7.5,90,Animation
The Curse of the Were-Rabbit,2005,7.5,85,Animation
Ice Age,2002,7.5,81,Animation
The Secret of NIMH,1982,7.5,82,Animation
The Many Adventures of Winnie the Pooh,1977,7.5,74,Animation
Robin Hood,1973,7.5,83,Animation
Pinocchio,1940,7.5,88,Animation
Onward,2020,7.4,102,Animation
Sing 2,2021,7.4,110,Animation
Koto no ha no niwa,2013,7.4,46,Animation
Frozen,2013,7.4,102,Animation
Kokuriko-zaka kara,2011,7.4,91,Animation
Luca,2021,7.4,95,Animation
Inosensu: Innocence,2004,7.4,100,Animation
The Emperor's New Groove,2000,7.4,78,Animation
The Land Before Time,1988,7.4,69,Animation
Yellow Submarine,1968,7.4,90,Animation
Alice in Wonderland,1951,7.4,75,Animation
Shaun the Sheep Movie,2015,7.3,85,Animation
Finding Dory,2016,7.3,97,Animation
