Movie_Title,Year,Rating,Runtime(Mins),main_genre
Secret in Their Eyes,2015,6.3,111,Crime
The Voices,2014,6.3,103,Comedy
Flypaper,2011,6.3,87,Comedy
Kimi,2022,6.3,89,Crime
Date Night,2010,6.3,88,Comedy
All Good Things,2010,6.3,101,Crime
The Little Things,2021,6.3,128,Crime
The Producers,2005,6.3,134,Comedy
Mindhunters,2004,6.3,106,Crime
Death to Smoochy,2002,6.3,109,Comedy
High Crimes,2002,6.3,115,Crime
Nurse Betty,2000,6.3,110,Comedy
Intolerable Cruelty,2003,6.3,100,Comedy
Very Bad Things,1998,6.3,100,Comedy
A Life Less Ordinary,1997,6.3,103,Comedy
Throw Momma from the Train,1987,6.3,88,Comedy
American Gigolo,1980,6.3,117,Crime
Synchronic,2019,6.2,102,Crime
1922,2017,6.2,102,Crime
Malignant,2021,6.2,111,Crime
The Whole Truth,2016,6.2,93,Crime
Dark Places,2015,6.2,113,Crime
Hummingbird,2013,6.2,100,Action
Killing Them Softly,2012,6.2,97,Crime
Deadfall,2012,6.2,95,Crime
London Boulevard,2010,6.2,103,Crime
The Card Counter,2021,6.2,111,Crime
Lakeview Terrace,2008,6.2,110,Crime
Lions for Lambs,2007,6.2,92,Crime
Untraceable,2008,6.2,101,Crime
Saw III,2006,6.2,108,Crime
Two for the Money,2005,6.2,122,Crime
Taking Lives,2004,6.2,103,Crime
The Ladykillers,2004,6.2,104,Comedy
The Texas Chainsaw Massacre,2003,6.2,98,Crime
Femme Fatale,2002,6.2,114,Crime
One Night at McCool's,2001,6.2,93,Comedy
Heartbreakers,2001,6.2,123,Comedy
Hackers,1995,6.2,105,Crime
Needful Things,1993,6.2,120,Crime
Turner & Hooch,1989,6.2,97,Comedy
Anon,2018,6.1,100,Crime
Dom Hemingway,2013,6.1,93,Comedy
Extract,2009,6.1,92,Comedy
Duplicity,2009,6.1,125,Comedy
The Killer Inside Me,2010,6.1,109,Crime
The Oxford Murders,2008,6.1,108,Adventure
The Invisible,2007,6.1,102,Crime
Fun with Dick and Jane,2005,6.1,90,Comedy
Hannibal Rising,2007,6.1,121,Adventure
Starsky & Hutch,2004,6.1,101,Comedy
City by the Sea,2002,6.1,108,Crime
Murder by Numbers,2002,6.1,115,Crime
The Mexican,2001,6.1,123,Adventure
Snake Eyes,1998,6.1,98,Crime
Baby's Day Out,1994,6.1,99,Adventure
Airheads,1994,6.1,92,Comedy
Point of No Return,1993,6.1,109,Action
Twins,1988,6.1,107,Comedy
Get Hard,2015,6.0,100,Comedy
The Gambler,2014,6.0,111,Crime
Righteous Kill,2008,6.0,101,Crime
Super Troopers 2,2018,6.0,100,Comedy
Deception,2008,6.0,107,Crime
13,2010,6.0,91,Crime
Birthday Girl,2001,6.0,93,Comedy
Tequila Sunrise,1988,6.0,115,Crime
Dragnet,1987,6.0,106,Comedy
Pink Flamingos,1972,6.0,93,Comedy
The Captive,2014,5.9,112,Crime
The Tall Man,2012,5.9,106,Crime
Orphan: First Kill,2022,5.9,99,Crime
Pathology,2008,5.9,95,Crime
Saw IV,2007,5.9,93,Crime
P2,2007,5.9,98,Crime
Reno 911!: Miami,2007,5.9,80,Comedy
Let's Go to Prison,2006,5.9,84,Comedy
The X Files: I Want to Believe,2008,5.9,104,Crime
88 Minutes,2007,5.9,108,Crime
Analyze That,2002,5.9,96,Comedy
Mickey Blue Eyes,1999,5.9,102,Comedy
The Last House on the Left,1972,5.9,84,Crime
The Hangover Part III,2013,5.8,100,Comedy
Saving Silverman,2001,5.8,90,Comedy
The Glass House,2001,5.8,106,Crime
The Woman in the Window,2021,5.7,100,Crime
Jigsaw,2017,5.7,92,Crime
Identity Thief,2013,5.7,111,Comedy
The Paperboy,2012,5.7,107,Crime
Observe and Report,2009,5.7,86,Comedy
Suburbicon,2017,5.7,105,Comedy
Perfect Stranger,2007,5.7,109,Crime
White Chicks,2004,5.7,109,Comedy
Enough,2002,5.7,115,Crime
101 Dalmatians,1996,5.7,103,Adventure
The House,2017,5.6,88,Comedy
Regression,2015,5.6,106,Adventure
Runner Runner,2013,5.6,88,Crime
Bad Santa 2,2016,5.6,92,Comedy
The Hitcher,2007,5.6,84,Crime
The Black Dahlia,2006,5.6,121,Crime
The Pink Panther,2006,5.6,93,Adventure
Be Cool,2005,5.6,118,Comedy
The Perfect Score,2004,5.6,93,Comedy
Domestic Disturbance,2001,5.6,89,Crime
House on Haunted Hill,1999,5.6,93,Crime
Jawbreaker,1999,5.6,86,Comedy
Saw 3D,2010,5.5,90,Crime
The Stepfather,2009,5.5,101,Crime
The Counselor,2013,5.4,117,Crime
The Hustle,2019,5.4,93,Comedy
The Whole Ten Yards,2004,5.4,98,Comedy
Spring Breakers,2012,5.3,94,Crime
Trespass,2011,5.3,91,Crime
The Resident,2011,5.3,91,Crime
Balls of Fury,2007,5.3,90,Comedy
The Watcher,2000,5.3,97,Crime
D-Tox,2002,5.3,96,Crime
A Nightmare on Elm Street,2010,5.2,95,Crime
Paul Blart: Mall Cop,2009,5.2,91,Action
Bachchhan Paandey,2022,5.2,147,Action
Spiral: From the Book of Saw,2021,5.2,93,Crime
Big Momma's House,2000,5.2,99,Action
Hot Pursuit,2015,5.1,87,Action
The Snowman,2017,5.1,119,Crime
Alex Cross,2012,5.1,101,Action
Cosmopolis,2012,5.1,109,Crime
Miss Congeniality 2: Armed & Fabulous,2005,5.1,115,Action
Agent Cody Banks,2003,5.1,102,Action
Get Carter,2000,5.1,102,Action
Happy New Year,2014,4.9,180,Action
Charlie's Angels: Full Throttle,2003,4.9,106,Action
Blues Brothers 2000,1998,4.9,123,Action
Police Academy 4: Citizens on Patrol,1987,4.9,88,Comedy
Texas Chainsaw Massacre,2022,4.8,83,Crime
Tekken,2010,4.8,91,Action
Crocodile Dundee in Los Angeles,2001,4.8,95,Action
The Spirit,2008,4.7,103,Action
Big Momma's House 2,2006,4.7,99,Comedy
Elektra,2005,4.7,97,Action
Death Note,2017,4.5,101,Crime
Taxi,2004,4.5,97,Action
Home Alone 3,1997,4.5,102,Action
Striptease,1996,4.5,115,Comedy
Police Academy 5: Assignment: Miami Beach,1988,4.5,90,Comedy
Paul Blart: Mall Cop 2,2015,4.4,94,Action
"Big Mommas: Like Father, Like Son",2011,4.4,107,Action
Little Man,2006,4.4,98,Comedy
xXx: State of the Union,2005,4.4,101,Action
Kangaroo Jack,2003,4.4,89,Action
Police Academy 6: City Under Siege,1989,4.3,84,Comedy
Torque,2004,4.1,84,Action
Inspector Gadget,1999,4.1,78,Action
RoboCop 3,1993,4.1,104,Action
Holmes & Watson,2018,3.9,90,Comedy
Speed 2: Cruise Control,1997,3.9,121,Action
Escape Plan 2: Hades,2018,3.8,96,Action
Catwoman,2004,3.4,104,Action
Police Academy: Mission to Moscow,1994,3.4,83,Comedy
Heropanti 2,2022,2.6,145,Action
Gigli,2003,2.6,121,Comedy
Baby Geniuses,1999,2.5,97,Comedy
Kod Adi K.O.Z.,2015,2.0,114,Crime
Race 3,2018,1.9,160,Action
Radhe,2021,1.9,135,Action
Elk*rtuk,2021,1.5,125,Action
The Great Escape,1963,8.2,172,Adventure
Da hong deng long gao gao gua,1991,8.1,125,Drama
Kumonosu-jô,1957,8.1,110,Drama
"Quo vadis, Aida?",2020,8.0,101,Drama
JFK,1991,8.0,189,Drama
Il gattopardo,1963,8.0,186,Drama
Bronenosets Potemkin,1925,8.0,75,Drama
Kagemusha,1980,7.9,180,Drama
All the President's Men,1976,7.9,138,Drama
The Ten Commandments,1956,7.9,220,Adventure
Under sandet,2015,7.8,100,Drama
The Man Who Would Be King,1975,7.8,129,Adventure
The Trial of the Chicago 7,2020,7.7,129,Drama
Joyeux Noël,2005,7.7,116,Drama
Apollo 13,1995,7.7,140,Adventure
Empire of the Sun,1987,7.7,153,Drama
Der Name der Rose,1986,7.7,130,Drama
Novecento,1976,7.7,317,Drama
Zulu,1964,7.7,138,Drama
Bridge of Spies,2015,7.6,142,Drama
The Thin Red Line,1998,7.6,170,Drama
Gettysburg,1993,7.6,271,Drama
Lo imposible,2012,7.5,114,Adventure
Jin ling shi san chai,2011,7.5,146,Drama
"Se, jie",2007,7.5,157,Drama
No,2012,7.4,118,Drama
Zero Dark Thirty,2012,7.4,157,Drama
The Mission,1986,7.4,125,Adventure
Gallipoli,1981,7.4,110,Adventure
A Bridge Too Far,1977,7.4,175,Drama
Den 12. mann,2017,7.3,135,Drama
The Way Back,2010,7.3,133,Adventure
Across the Universe,2007,7.3,133,Drama
Troy,2004,7.3,163,Drama
Seabiscuit,2003,7.3,140,Drama
Thirteen Days,2000,7.3,145,Drama
Jesus Christ Superstar,1973,7.3,106,Drama
The Death of Stalin,2017,7.2,107,Comedy
The Physician,2013,7.2,155,Adventure
Shattered Glass,2003,7.2,94,Drama
Cold Mountain,2003,7.2,154,Adventure
The Courier,2020,7.1,112,Drama
Valkyrie,2008,7.1,121,Drama
Silence,2016,7.1,161,Drama
Shakespeare in Love,1998,7.1,123,Comedy
Padmaavat,2018,7.0,164,Drama
The Water Diviner,2014,7.0,111,Drama
Cool Runnings,1993,7.0,98,Adventure
The Bounty,1984,7.0,132,Adventure
Suffragette,2015,6.9,106,Drama
The Crucible,1996,6.8,124,Drama
History of the World: Part I,1981,6.8,92,Comedy
The Good Shepherd,2006,6.7,167,Drama
K-19: The Widowmaker,2002,6.7,138,Drama
Anna and the King,1999,6.7,148,Drama
The Red Sea Diving Resort,2019,6.6,129,Drama
Macbeth,2015,6.6,113,Drama
The Monuments Men,2014,6.1,118,Comedy
World Trade Center,2006,6.0,129,Drama
Serena,2014,5.4,109,Drama
Caligola,1979,5.3,156,Drama
"10,000 BC",2008,5.1,109,Action
The Prestige,2006,8.5,130,Drama
Apocalypse Now,1979,8.5,147,Drama
Psycho,1960,8.5,109,Horror
Rear Window,1954,8.5,112,Mystery
The Lives of Others,2006,8.4,137,Drama
Memento,2000,8.4,113,Mystery
Incendies,2010,8.3,131,Drama
Vertigo,1958,8.3,128,Mystery
Citizen Kane,1941,8.3,119,Drama
El secreto de sus ojos,2009,8.2,129,Drama
Shutter Island,2010,8.2,138,Mystery
The Father,2020,8.2,97,Drama
The Sixth Sense,1999,8.2,107,Drama
The Thing,1982,8.2,109,Horror
Chinatown,1974,8.2,130,Drama
The Tashkent Files,2019,8.1,134,Drama
Gone Girl,2014,8.1,149,Drama
Kahaani,2012,8.1,122,Mystery
Harry Potter and the Deathly Hallows: Part 2,2011,8.1,130,Adventure
Trois couleurs: Rouge,1994,8.1,99,Drama
The Third Man,1949,8.1,104,Film-Noir
Rebecca,1940,8.1,130,Drama
The Blue Elephant,2014,8.0,170,Drama
Donnie Darko,2001,8.0,113,Drama
Twelve Monkeys,1995,8.0,129,Mystery
Solaris,1972,8.0,167,Drama
Sleuth,1972,8.0,138,Mystery
Anatomy of a Murder,1959,8.0,161,Drama
Das Cabinet des Dr. Caligari,1920,8.0,76,Horror
Arrival,2016,7.9,116,Drama
Darbareye Elly,2009,7.9,119,Drama
The Man from Earth,2007,7.9,87,Drama
Harry Potter and the Prisoner of Azkaban,2004,7.9,142,Adventure
Hable con ella,2002,7.9,112,Drama
Mulholland Dr.,2001,7.9,147,Drama
Trois couleurs: Bleu,1993,7.9,94,Drama
In the Heat of the Night,1967,7.9,110,Drama
Charade,1963,7.9,113,Comedy
In a Lonely Place,1950,7.9,94,Drama
Laura,1944,7.9,88,Drama
The Thin Man,1934,7.9,91,Comedy
Moon,2009,7.8,97,Drama
Das weiße Band - Eine deutsche Kindergeschichte,2009,7.8,144,Drama
Atonement,2007,7.8,123,Drama
The Conversation,1974,7.8,113,Drama
L'avventura,1960,7.8,144,Drama
The Lady Vanishes,1938,7.8,96,Mystery
Get Out,2017,7.7,104,Horror
Le passé,2013,7.7,130,Drama
Harry Potter and the Deathly Hallows: Part 1,2010,7.7,146,Adventure
Harry Potter and the Goblet of Fire,2005,7.7,157,Adventure
Abre los ojos,1997,7.7,119,Drama
The Game,1997,7.7,129,Drama
La double vie de Véronique,1991,7.7,98,Drama
Spoorloos,1988,7.7,107,Mystery
Searching,2018,7.6,102,Drama
La piel que habito,2011,7.6,120,Drama
The Illusionist,2006,7.6,110,Drama
Saw,2004,7.6,103,Horror
Un long dimanche de fiançailles,2004,7.6,133,Drama
The Others,2001,7.6,101,Horror
Le violon rouge,1998,7.6,130,Drama
Dark City,1998,7.6,100,Fantasy
Lost Highway,1997,7.6,134,Mystery
The Birds,1963,7.6,119,Drama
Beoning,2018,7.5,148,Drama
Teströl és lélekröl,2017,7.5,116,Drama
The Conjuring,2013,7.5,112,Horror
We Need to Talk About Kevin,2011,7.5,112,Drama
Hugo,2011,7.5,126,Adventure
Doubt,2008,7.5,104,Drama
Eyes Wide Shut,1999,7.5,159,Drama
The Devil's Advocate,1997,7.5,144,Drama
Contact,1997,7.5,150,Drama
The Abyss,1989,7.5,140,Adventure
The Omen,1976,7.5,111,Horror
Profondo rosso,1975,7.5,127,Horror
The Wicker Man,1973,7.5,88,Horror
Blow-Up,1966,7.5,111,Drama
Spellbound,1945,7.5,111,Film-Noir
Palm Springs,2020,7.4,90,Comedy
The Lighthouse,2019,7.4,109,Drama
Gi-eok-ui bam,2017,7.4,108,Mystery
Durante la tormenta,2018,7.4,128,Drama
Gokseong,2016,7.4,156,Drama
Remember,2015,7.4,94,Drama
Dans la maison,2012,7.4,105,Drama
Cloud Atlas,2012,7.4,172,Drama
[Rec],2007,7.4,78,Horror
Bhool Bhulaiyaa,2007,7.4,159,Comedy
El orfanato,2007,7.4,105,Drama
The Constant Gardener,2005,7.4,129,Drama
Harry Potter and the Chamber of Secrets,2002,7.4,161,Adventure
K-PAX,2001,7.4,120,Drama
Scream,1996,7.4,111,Horror
Jacob's Ladder,1990,7.4,113,Drama
Carrie,1976,7.4,98,Horror
Picnic at Hanging Rock,1975,7.4,115,Drama
A Shot in the Dark,1964,7.4,102,Comedy
To Catch a Thief,1955,7.4,106,Mystery
Hereditary,2018,7.3,127,Drama
The Conjuring 2,2016,7.3,134,Horror
I Origins,2014,7.3,106,Drama
La cara oculta,2011,7.3,97,Drama
Caché,2005,7.3,117,Drama
Identity,2003,7.3,90,Mystery
Unbreakable,2000,7.3,106,Drama
Sleepy Hollow,1999,7.3,105,Fantasy
Pi,1998,7.3,84,Drama
Death and the Maiden,1994,7.3,103,Drama
Manhattan Murder Mystery,1993,7.3,104,Comedy
Suspicion,1941,7.3,99,Film-Noir
Coherence,2013,7.2,89,Drama
10 Cloverfield Lane,2016,7.2,103,Drama
The Fountain,2006,7.2,97,Drama
Broken Flowers,2005,7.2,106,Comedy
Gosford Park,2001,7.2,137,Comedy
Insomnia,2002,7.2,118,Drama
Ringu,1998,7.2,96,Horror
Cube,1997,7.2,90,Drama
Twin Peaks: Fire Walk with Me,1992,7.2,134,Drama
Angel Heart,1987,7.2,113,Horror
The Changeling,1980,7.2,107,Horror
Don't Look Now,1973,7.2,110,Drama
The Andromeda Strain,1971,7.2,131,Mystery
The Wolf Man,1941,7.2,70,Horror
Last Night in Soho,2021,7.1,116,Drama
Black Mirror: Bandersnatch,2018,7.1,90,Drama
Where the Crawdads Sing,2022,7.1,125,Drama
Midsommar,2019,7.1,148,Drama
First Reformed,2017,7.1,113,Drama
Julieta,2016,7.1,99,Drama
Winter's Bone,2010,7.1,100,Drama
Let Me In,2010,7.1,116,Drama
The Invisible Man,2020,7.1,124,Drama
The Tragedy of Macbeth,2021,7.1,105,Drama
Los cronocrímenes,2007,7.1,92,Horror
The Jacket,2005,7.1,103,Drama
"Janghwa, Hongryeon",2003,7.1,114,Drama
The Ring,2002,7.1,115,Horror
Ôdishon,1999,7.1,115,Drama
In the Mouth of Madness,1994,7.1,95,Drama
Black Christmas,1974,7.1,98,Horror
Carnival of Souls,1962,7.1,78,Horror
Thelma,2017,7.0,116,Drama
The Killing of a Sacred Deer,2017,7.0,121,Drama
The Gift,2015,7.0,108,Drama
The Words,2012,7.0,102,Drama
Buried,2010,7.0,95,Drama
Prometheus,2012,7.0,124,Adventure
Tinker Tailor Soldier Spy,2011,7.0,127,Drama
The Cabin in the Woods,2011,7.0,95,Horror
Orphan,2009,7.0,123,Horror
Shutter,2004,7.0,97,Horror
Holes,2003,7.0,117,Adventure
The Thirteenth Floor,1999,7.0,100,Mystery
The X Files,1998,7.0,121,Drama
Basic Instinct,1992,7.0,127,Drama
The Boys from Brazil,1978,7.0,125,Drama
"Alphaville, une étrange aventure de Lemmy Caution",1965,7.0,99,Drama
The Trouble with Harry,1955,7.0,99,Comedy
Tully,2018,6.9,95,Comedy
The VVitch: A New-England Folktale,2015,6.9,92,Drama
Enemy,2013,6.9,91,Drama
Triangle,2009,6.9,99,Fantasy
Pig,2021,6.9,92,Drama
Nope,2022,6.9,130,Horror
Extremely Loud & Incredibly Close,2011,6.9,129,Adventure
Wicker Park,2004,6.9,114,Drama
Vanilla Sky,2001,6.9,136,Fantasy
Hearts in Atlantis,2001,6.9,101,Drama
Stir of Echoes,1999,6.9,99,Horror
Presumed Innocent,1990,6.9,127,Mystery
Us,2019,6.8,116,Horror
The Autopsy of Jane Doe,2016,6.8,86,Horror
It Follows,2014,6.8,100,Horror
Mr. Holmes,2015,6.8,104,Drama
Annihilation,2018,6.8,115,Adventure
The Babadook,2014,6.8,94,Horror
Sinister,2012,6.8,110,Horror
Eliza Graves,2014,6.8,112,Drama
Odd Thomas,2013,6.8,100,Comedy
Insidious,2010,6.8,103,Horror
Martha Marcy May Marlene,2011,6.8,102,Drama
The Imaginarium of Doctor Parnassus,2009,6.8,123,Adventure
Inland Empire,2006,6.8,180,Drama
1408,2007,6.8,104,Fantasy
Signs,2002,6.8,106,Drama
Spider,2002,6.8,98,Drama
eXistenZ,1999,6.8,97,Horror
The Firm,1993,6.8,154,Drama
The Witches,1990,6.8,91,Adventure
The 'Burbs,1989,6.8,102,Comedy
Fear Street: 1978,2021,6.7,109,Drama
Freaks,2018,6.7,105,Drama
Run,2020,6.7,90,Mystery
Saint Maud,2019,6.7,84,Drama
The Vast of Night,2019,6.7,91,Drama
I Am Mother,2019,6.7,113,Drama
Summer of 84,2018,6.7,105,Drama
Housebound,2014,6.7,107,Comedy
"Ich seh, Ich seh",2014,6.7,99,Horror
Los ojos de Julia,2010,6.7,118,Horror
Suspiria,2018,6.7,152,Drama
Proof,2005,6.7,100,Drama
Stay,2005,6.7,99,Drama
Gin gwai,2002,6.7,99,Drama
Honogurai mizu no soko kara,2002,6.7,101,Drama
Cypher,2002,6.7,95,Mystery
The Gift,2000,6.7,112,Drama
The Ninth Gate,1999,6.7,133,Mystery
From Hell,2001,6.7,122,Horror
Return to Oz,1985,6.7,113,Adventure
The Quiet Earth,1985,6.7,91,Drama
2010: The Year We Make Contact,1984,6.7,116,Adventure
Fear Street: 1666,2021,6.6,114,Horror
Marrowbone,2017,6.6,110,Adventure
Happy Death Day,2017,6.6,96,Comedy
Mother!,2017,6.6,121,Drama
Bird Box,2018,6.6,124,Horror
Midnight Special,2016,6.6,112,Drama
The Invitation,2015,6.6,100,Drama
X,2022,6.6,105,Horror
Saw II,2005,6.6,93,Horror
The Da Vinci Code,2006,6.6,149,Mystery
The Village,2004,6.6,108,Drama
The Manchurian Candidate,2004,6.6,129,Drama
What Lies Beneath,2000,6.6,130,Drama
Powder,1995,6.6,111,Drama
Copycat,1995,6.6,123,Drama
The Night House,2020,6.5,107,Horror
Possessor,2020,6.5,103,Horror
Annabelle: Creation,2017,6.5,109,Horror
The Endless,2017,6.5,111,Drama
Ad Astra,2019,6.5,123,Adventure
Crimson Peak,2015,6.5,119,Drama
Oculus,2013,6.5,104,Horror
Insidious: Chapter 2,2013,6.5,106,Horror
The Double,2013,6.5,93,Comedy
Host,2020,6.5,57,Horror
A Perfect Getaway,2009,6.5,98,Drama
Blindness,2008,6.5,121,Drama
The Skeleton Key,2005,6.5,104,Drama
Silent Hill,2006,6.5,125,Horror
Secret Window,2004,6.5,96,Drama
Dead End,2003,6.5,85,Adventure
The Blair Witch Project,1999,6.5,81,Horror
The Faculty,1998,6.5,104,Horror
Stealing Beauty,1996,6.5,118,Drama
The Exorcist III,1990,6.5,110,Drama
Unsane,2018,6.4,98,Drama
Ghostland,2018,6.4,91,Drama
A Cure for Wellness,2016,6.4,146,Drama
Luckiest Girl Alive,2022,6.4,113,Drama
White Bird in a Blizzard,2014,6.4,91,Drama
Europa Report,2013,6.4,97,Adventure
Before I Fall,2017,6.4,98,Drama
The Awakening,2011,6.4,102,Drama
The Lucky One,2012,6.4,101,Drama
Chehre,2021,6.4,139,Drama
Alice in Wonderland,2010,6.4,108,Adventure
The Mothman Prophecies,2002,6.4,119,Drama
Session 9,2001,6.4,100,Drama
Wes Craven's New Nightmare,1994,6.4,112,Fantasy
The People Under the Stairs,1991,6.4,102,Comedy
Friday the 13th,1980,6.4,95,Horror
Star Trek: The Motion Picture - The Director's Edition,1979,6.4,143,Adventure
The Conjuring: The Devil Made Me Do It,2021,6.3,112,Horror
Apostle,2018,6.3,130,Drama
The Ritual,2017,6.3,94,Horror
Lights Out,2016,6.3,81,Horror
Paper Towns,2015,6.3,109,Adventure
Project Almanac,2015,6.3,106,Drama
The Loft,2014,6.3,108,Mystery
While We're Young,2014,6.3,97,Comedy
Before I Go to Sleep,2014,6.3,92,Drama
Under the Skin,2013,6.3,108,Drama
Devil,2010,6.3,80,Horror
Paranormal Activity,2007,6.3,86,Horror
The House of the Devil,2009,6.3,95,Horror
Scream,2022,6.3,114,Horror
Dear John,2010,6.3,108,Drama
The Uninvited,2009,6.3,87,Drama
"Hail, Caesar!",2016,6.3,106,Comedy
Flightplan,2005,6.3,98,Drama
Don't Say a Word,2001,6.3,113,Drama
Scream 2,1997,6.3,120,Horror
The Vanishing,1993,6.3,109,Drama
Happy Death Day 2U,2019,6.2,100,Comedy
Fear Street: 1994,2021,6.2,107,Drama
The Empty Man,2020,6.2,137,Horror
Color Out of Space,2019,6.2,111,Horror
It Comes at Night,2017,6.2,91,Drama
Ouija: Origin of Evil,2016,6.2,99,Drama
The Visit,2015,6.2,94,Horror
Scary Stories to Tell in the Dark,2019,6.2,108,Adventure
Berlin Syndrome,2017,6.2,116,Drama
"As Above, So Below",2014,6.2,93,Horror
Alice Through the Looking Glass,2016,6.2,113,Adventure
Open Grave,2013,6.2,102,Horror
Red Lights,2012,6.2,114,Drama
Scream 4,2011,6.2,111,Comedy
Dorian Gray,2009,6.2,112,Drama
The Thing,2011,6.2,103,Horror
The Nines,2007,6.2,100,Drama
Case 39,2009,6.2,109,Horror
Birth,2004,6.2,100,Drama
Solaris,2002,6.2,99,Drama
Jeepers Creepers,2001,6.2,90,Horror
The Hole,2001,6.2,102,Drama
The Arrival,1996,6.2,115,Mystery
Brightburn,2019,6.1,90,Drama
Personal Shopper,2016,6.1,105,Mystery
Insidious: Chapter 3,2015,6.1,97,Horror
Winter's Tale,2014,6.1,118,Drama
Grave Encounters,2011,6.1,92,Horror
Mirrors,2008,6.1,110,Horror
The Strangers,2008,6.1,86,Horror
Dead Silence,2007,6.1,89,Horror
Dragonfly,2002,6.1,104,Drama
Relic,2020,6.0,89,Drama
The Lodge,2019,6.0,108,Drama
Unfriended: Dark Web,2018,6.0,92,Horror
The Boy,2016,6.0,97,Horror
The Taking,2014,6.0,90,Horror
Circle,2015,6.0,87,Drama
The Signal,2014,6.0,97,Drama
Greta,2018,6.0,98,Drama
The Zero Theorem,2013,6.0,107,Comedy
Rebecca,2020,6.0,123,Drama
The House with a Clock in Its Walls,2018,6.0,105,Comedy
Dream House,2011,6.0,92,Drama
Saw VI,2009,6.0,90,Horror
The Rite,2011,6.0,114,Drama
Hellraiser,2022,6.0,121,Horror
The Midnight Meat Train,2008,6.0,98,Horror
The Good German,2006,6.0,105,Drama
Original Sin,2001,6.0,116,Drama
Friday the 13th Part 2,1981,6.0,87,Horror
Cam,2018,5.9,94,Drama
Annabelle Comes Home,2019,5.9,106,Horror
Antlers,2021,5.9,99,Drama
The Fourth Kind,2009,5.9,98,Horror
After.Life,2009,5.9,104,Drama
Premonition,2007,5.9,96,Drama
The Possession,2012,5.9,92,Horror
The Grudge,2004,5.9,91,Horror
Hide and Seek,2005,5.9,101,Horror
Vivarium,2019,5.8,97,Horror
Eli,2019,5.8,98,Drama
High Life,2018,5.8,113,Adventure
The Prodigy,2019,5.8,92,Fantasy
The Void,2016,5.8,90,Horror
Reminiscence,2021,5.8,116,Mystery
Paranormal Activity 3,2011,5.8,83,Horror
Old,2021,5.8,108,Drama
Antebellum,2020,5.8,105,Drama
The Haunting in Connecticut,2009,5.8,92,Drama
Passengers,2008,5.8,93,Mystery
Cry Wolf,2005,5.8,90,Drama
Without a Paddle,2004,5.8,95,Adventure
The Forgotten,2004,5.8,91,Drama
Gothika,2003,5.8,98,Horror
The Relic,1997,5.8,110,Horror
I Know What You Did Last Summer,1997,5.8,101,Horror
Velvet Buzzsaw,2019,5.7,113,Horror
Insidious: The Last Key,2018,5.7,103,Horror
Honeymoon,2014,5.7,87,Drama
The Dyatlov Pass Incident,2013,5.7,100,Horror
Paranormal Activity 2,2010,5.7,91,Horror
The Last Exorcism,2010,5.7,87,Horror
The Rental,2020,5.7,88,Drama
Pet Sematary,2019,5.7,101,Horror
Ma,2019,5.6,99,Horror
Unfriended,2014,5.6,83,Horror
Dark Water,2005,5.6,105,Drama
Creep,2004,5.6,85,Horror
Cube Zero,2004,5.6,97,Drama
The Box,2009,5.6,115,Drama
Club Dread,2004,5.6,104,Comedy
Urban Legend,1998,5.6,99,Horror
Scream 3,2000,5.6,116,Horror
Gretel & Hansel,2020,5.5,87,Fantasy
The Innkeepers,2011,5.5,101,Drama
The Ward,2010,5.5,89,Horror
Friday the 13th,2009,5.5,97,Horror
All the Boys Love Mandy Lane,2006,5.5,90,Horror
The Omen,2006,5.5,110,Drama
Lady in the Water,2006,5.5,110,Drama
White Noise,2005,5.5,101,Drama
Cube 2: Hypercube,2002,5.5,94,Horror
"Dude, Where's My Car?",2000,5.5,83,Comedy
Serenity,2019,5.4,106,Drama
In the Tall Grass,2019,5.4,101,Horror
Annabelle,2014,5.4,99,Horror
Deep Water,2022,5.4,115,Drama
Red Riding Hood,2011,5.4,100,Fantasy
Mute,2018,5.4,126,Mystery
My Bloody Valentine,2009,5.4,101,Horror
Winchester,2018,5.4,99,Drama
Turistas,2006,5.4,93,Horror
The Eye,2008,5.4,98,Horror
The Ring Two,2005,5.4,110,Horror
The Nun,2018,5.3,96,Horror
Sinister 2,2015,5.3,97,Horror
Sleeping Beauty,2011,5.3,101,Drama
Things Heard & Seen,2021,5.3,121,Drama
The Witches,2020,5.3,106,Adventure
The Messengers,2007,5.3,90,Drama
Southland Tales,2006,5.3,145,Comedy
The Curse of La Llorona,2019,5.2,93,Horror
Friend Request,2016,5.2,92,Horror
The Lazarus Effect,2015,5.2,83,Horror
Flatliners,2017,5.2,109,Drama
Apollo 18,2011,5.2,86,Horror
Hubie Halloween,2020,5.2,103,Comedy
Mutant Chronicles,2008,5.2,111,Action
Shutter,2008,5.2,85,Horror
Scooby-Doo,2002,5.2,89,Adventure
Congo,1995,5.2,109,Action
Grave Encounters 2,2012,5.1,98,Horror
Abduction,2011,5.1,106,Action
Sorority Row,2009,5.1,101,Horror
The Covenant,2006,5.1,97,Action
The Haunted Mansion,2003,5.1,99,Comedy
Scooby-Doo 2: Monsters Unleashed,2004,5.1,93,Adventure
Exorcist: The Beginning,2004,5.1,114,Horror
Halloween III: Season of the Witch,1982,5.1,98,Horror
How It Ends,2018,5.0,113,Action
Hot Tub Time Machine 2,2015,5.0,93,Comedy
Paranormal Activity: The Marked Ones,2014,5.0,84,Horror
Chernobyl Diaries,2012,5.0,86,Horror
Blair Witch,2016,5.0,89,Horror
